Date,Close,High,Low,Open,Volume
2013-01-02,16.596677780151367,16.777145958945262,16.372983835275793,16.741475620884582,560518000
2013-01-03,16.387189865112305,16.616024073511063,16.353937911319303,16.561913973240145,352965200
2013-01-04,15.930740356445312,16.28230527552768,15.895371892687,16.23212461280175,594333600
2013-01-07,15.83702278137207,16.000258785955452,15.574029288110621,15.77958699397727,484156400
2013-01-08,15.879642486572266,16.07855041807568,15.756913606460415,15.997536215923999,458707200
2013-01-09,15.6314697265625,15.870581355929916,15.597914249815995,15.794705779715866,407604400
2013-01-10,15.825236320495605,15.982728281374735,15.583704735249212,15.977589620617838,601146000
2013-01-11,15.72819709777832,15.879946574431635,15.689502975025183,15.749357138955114,350506800
2013-01-14,15.167451858520508,15.341268727673091,15.069508944158043,15.195563547842614,734207600
2013-01-15,14.688922882080078,15.08401693092202,14.612140027272854,15.06315878067057,876772400
2013-01-16,15.29864501953125,15.399913614019654,14.887833035009411,14.952522369615174,690804800
2013-01-17,15.195560455322266,15.439510394194066,15.175913111991205,15.426209288055643,453678400
2013-01-18,15.114543914794922,15.18165160211084,15.00571832553687,15.069803842176897,472922800
2013-01-22,15.258742332458496,15.352754156300216,15.01267748664414,15.252394480014939,461546400
2013-01-23,15.538061141967773,15.567685533458375,15.25874429762191,15.380869438934694,861509600
2013-01-24,13.618205070495605,14.07859372108782,13.610646414715566,13.905380714690555,1460852400
2013-01-25,13.297173500061035,13.791418779987687,13.149655378186122,13.65417959220901,1208026400
2013-01-28,13.597955703735352,13.700129975668387,13.175655613659861,13.235207091103492,785517600
2013-01-29,13.8530855178833,13.911428597565276,13.66717678538219,13.860038771824756,571158000
2013-01-30,13.809554100036621,13.983976294719877,13.739120732059268,13.81469275893164,417155200
2013-01-31,13.769047737121582,13.88361578191922,13.753631759614429,13.814089707217883,319334400
2013-02-01,13.712520599365234,13.889663097373901,13.553214077497131,13.878478480909218,539484400
2013-02-04,13.370932579040527,13.782652564543728,13.361259047834663,13.721287311762325,477117200
2013-02-05,13.840085983276367,13.897521757790189,13.367907315646889,13.423226601969251,573347600
2013-02-06,13.825279235839844,14.10187416190112,13.68108514720911,13.798677019101069,593706400
2013-02-07,14.23635482788086,14.290475007844249,13.807639668308294,14.085240841035382,704580800
2013-02-08,14.44189739227295,14.55834941737391,14.237268864808014,14.41210035315139,633158400
2013-02-11,14.592400550842285,14.744732412826007,14.389295190436128,14.488110927707423,517490400
2013-02-12,14.226624488830566,14.666893089439318,14.221759534758661,14.579629193636851,609053200
2013-02-13,14.199567794799805,14.401154923385276,14.084332002758332,14.205648989191419,475207600
2013-02-14,14.186797142028809,14.340343636477067,14.108655829135916,14.123858002181576,355275200
2013-02-15,13.991286277770996,14.295339374160466,13.983988847571288,14.255507161699674,391745200
2013-02-19,13.986124992370605,14.069436561861849,13.799437967046682,14.019876034585463,435783600
2013-02-20,13.647403717041016,13.916185922941459,13.645882201095215,13.916185922941459,476302400
2013-02-21,13.562572479248047,13.657133803417482,13.464059597872062,13.560748121523963,447182400
2013-02-22,13.706998825073242,13.73101831876521,13.578992558342264,13.659567145060914,330654800
2013-02-25,13.463454246520996,13.838046822630695,13.456460468275177,13.799432463056604,372579200
2013-02-26,13.65105152130127,13.72919280780807,13.307167830889865,13.49446367082906,501499600
2013-02-27,13.517267227172852,13.756556843161096,13.398079117487299,13.634630979348435,587350400
2013-02-28,13.420888900756836,13.617610258693816,13.420888900756836,13.501462695352952,322515200
2013-03-01,13.088555335998535,13.322980026726238,13.073656820502027,13.317506141632098,552448400
2013-03-04,12.771737098693848,13.019539689740455,12.739811232945232,13.007377300520318,582755600
2013-03-05,13.108931541442871,13.232072897443063,12.7930211770688,12.81521713267168,638433600
2013-03-06,12.942309379577637,13.23389655463933,12.904910440883134,13.211396135907576,460250000
2013-03-07,13.091899871826172,13.135379992687803,12.802441601157767,12.907035677493353,468473600
2013-03-08,13.12656307220459,13.239366362982697,13.032002548891313,13.06818524202719,391482000
2013-03-11,13.313556671142578,13.348219475533657,12.926497213813494,13.066665888136693,474236000
2013-03-12,13.026530265808105,13.34426572462313,13.000381945694352,13.244536587054583,465911600
2013-03-13,13.024094581604004,13.211086769992153,12.933183602939417,13.027135989510244,405549200
2013-03-14,13.15028190612793,13.215348247623933,13.087950072220629,13.160314658584458,303875600
2013-03-15,13.489599227905273,13.506930218559438,13.294700684546697,13.315376736640717,643960800
2013-03-18,13.856289863586426,13.90919380748854,13.414804990288376,13.422406075659946,606197200
2013-03-19,13.818890571594238,14.015916338589411,13.636761696562752,13.97121916743262,526775200
2013-03-20,13.745616912841797,13.91436721713183,13.669908071718469,13.90798236891424,308660800
2013-03-21,13.765379905700684,13.925007600805479,13.685415043177942,13.68906375971949,383255600
2013-03-22,14.0444974899292,14.050273405131577,13.776931506407442,13.821627054888024,395105200
2013-03-25,14.0952730178833,14.288955335111428,14.040543912113014,14.129022416599467,501135600
2013-03-26,14.021089553833008,14.163993566049957,14.002542316431246,14.151831176964054,294294000
2013-03-27,13.745616912841797,13.88912985421276,13.704570068171337,13.878792635557321,331237200
2013-03-28,13.459197044372559,13.737709194522017,13.427575651997834,13.676898887025109,442839600
2013-04-01,13.041123390197754,13.490817440188753,13.005549630869613,13.436087517957766,389732000
2013-04-02,13.067883491516113,13.32176726789566,12.9648092764131,13.00129644274024,529519200
2013-04-03,13.134774208068848,13.295618136268805,13.083692990222339,13.115922506611675,363216000
2013-04-04,13.004944801330566,13.2262954133228,12.929844077790715,13.188593630619241,358447600
2013-04-05,12.867513656616211,12.920722890651177,12.760486257187543,12.907039797066105,383695200
2013-04-08,12.959030151367188,12.998252630053306,12.845923204302185,12.91767884908474,300829200
2013-04-09,12.982439041137695,13.02865447438094,12.853824677972971,12.963588158718917,306614000
2013-04-10,13.247275352478027,13.288931130237923,12.95295202413077,13.016499290912224,375928000
2013-04-11,13.205916404724121,13.317198948965775,13.11074698636633,13.187368366791196,328364400
2013-04-12,13.068183898925781,13.200446182200142,13.046596071507121,13.200446182200142,238613200
2013-04-15,12.765655517578125,13.010113850141979,12.756533725939203,12.983052940900743,317520000
2013-04-16,12.959942817687988,12.971191807433344,12.787544641176998,12.81794979577634,305771200
2013-04-17,12.247241973876953,12.788456792651921,12.104641649377015,12.778422418090358,945056000
2013-04-18,11.92038631439209,12.338154535196795,11.850149752330461,12.31383057483701,666299200
2013-04-19,11.874168395996094,12.14994437365038,11.70906686902827,11.796330759456112,609274400
2013-04-22,12.12166690826416,12.228998737291487,11.896669282571363,11.938323421140453,429920400
2013-04-23,12.348490715026855,12.416902097019934,12.125923141630453,12.283422770857744,664238400
2013-04-24,12.328120231628418,12.625787732751547,11.93406784960909,11.965690053739564,969651200
2013-04-25,12.41690444946289,12.585957563907785,12.374945027540031,12.503559424343441,384837600
2013-04-26,12.685077667236328,12.732813813416886,12.41295037553912,12.460382868030221,764097600
2013-04-29,13.077914237976074,13.184332674498005,12.77021238263168,12.78389466025213,640326400
2013-04-30,13.462843894958496,13.537945406391993,13.137203741382857,13.229331780343616,691538400
2013-05-01,13.356733322143555,13.528218939106592,13.207748123729075,13.513928538685375,506909200
2013-05-02,13.546154975891113,13.639497626489538,13.397472662043333,13.432438300797687,421828400
2013-05-03,13.68176555633545,13.780582927334429,13.656528195723073,13.722203465956476,361300800
2013-05-06,14.008010864257812,14.053313716564357,13.813415960687376,13.855982682446713,496641600
2013-05-07,13.945676803588867,14.161249755841798,13.794866508331076,14.137533921892146,483753200
2013-05-08,14.103178977966309,14.149699696192275,13.859025180241435,13.95723360072056,472598000
2013-05-09,13.980142593383789,14.17082112663148,13.943721218396004,14.073186930895218,398487600
2013-05-10,13.8638334274292,14.070121981471484,13.787623501090355,14.016866241722731,334852000
2013-05-13,13.918008804321289,14.014725992870947,13.81884467253589,13.819150336119781,316948800
2013-05-14,13.585012435913086,13.932090197520155,13.532674489362316,13.890771669344813,447118000
2013-05-15,13.125608444213867,13.497478496972366,12.926972848570195,13.441162832510694,741613600
2013-05-16,13.300985336303711,13.401068936471187,12.821075405751099,12.953907516511595,603204000
2013-05-17,13.260580062866211,13.469622879699132,13.191715861307271,13.437792188290208,427904400
2013-05-20,13.556548118591309,13.644388811835183,13.163866000177817,13.2192638519456,451578400
2013-05-21,13.456466674804688,13.634596667634302,13.289355284814796,13.410250983261843,456022000
2013-05-22,13.50818920135498,13.722435686596288,13.412390631807419,13.590827072999316,443038400
2013-05-23,13.532369613647461,13.655408214502998,13.338018216993627,13.342915373320107,353021200
2013-05-24,13.624496459960938,13.640105738412014,13.477891507982678,13.4928886418419,276166800
2013-05-28,13.510946273803711,13.806911250042257,13.492889233475946,13.769878543817414,386145200
2013-05-29,13.61837387084961,13.696421073835834,13.44850743864024,13.466871774854326,330576400
2013-05-30,13.821293830871582,13.910665289774022,13.604905253728385,13.639796671566767,353519600
2013-05-31,13.764669418334961,13.990239294666805,13.757629349803357,13.849447731420668,384302800
